date,r_fighter,b_fighter,weight_class,,,,,,,,,,,,,,,
1/2/2010,Paul Daley,Dustin Hazelett,Welterweight,,,,,,,,,,,,,,,
1/2/2010,Sam Stout,Joe Lauzon,Lightweight,,,,,,,,,,,,,,,
1/2/2010,Jim Miller,Duane Ludwig,Lightweight,,,,,,,,,,,,,,,
1/2/2010,Junior Dos Santos,Gilbert Yvel,Heavyweight,,,,,,,,,,,,,,,
1/2/2010,Martin Kampmann,Jacob Volkmann,Welterweight,,,,,,,,,,,,,,,
1/2/2010,Cole Miller,Dan Lauzon,Lightweight,,,,,,,,,,,,,,,
1/2/2010,Mark Munoz,Ryan Jensen,Middleweight,,,,,,,,,,,,,,,
1/2/2010,Jake Ellenberger,Mike Pyle,Welterweight,,,,,,,,,,,,,,,
1/2/2010,Rafaello Oliveira,John Gunderson,Lightweight,,,,,,,,,,,,,,,
12/12/2009,BJ Penn,Diego Sanchez,Lightweight,,,,,,,,,,,,,,,
12/12/2009,Frank Mir,Cheick Kongo,Heavyweight,,,,,,,,,,,,,,,
12/12/2009,Jon Fitch,Mike Pierce,Welterweight,,,,,,,,,,,,,,,
12/12/2009,Kenny Florian,Clay Guida,Lightweight,,,,,,,,,,,,,,,
12/12/2009,Stefan Struve,Paul Buentello,Heavyweight,,,,,,,,,,,,,,,
12/12/2009,Alan Belcher,Wilson Gouveia,Catch Weight,,,,,,,,,,,,,,,
12/12/2009,Matt Wiman,Shane Nelson,Lightweight,,,,,,,,,,,,,,,
12/12/2009,Johny Hendricks,Ricardo Funch,Welterweight,,,,,,,,,,,,,,,
12/12/2009,Rousimar Palhares,Lucio Linhares,Middleweight,,,,,,,,,,,,,,,
12/12/2009,DaMarques Johnson,Edgar Garcia,Welterweight,,,,,,,,,,,,,,,
12/12/2009,TJ Grant,Kevin Burns,Welterweight,,,,,,,,,,,,,,,
12/5/2009,Roy Nelson,Brendan Schaub,Heavyweight,,,,,,,,,,,,,,,
12/5/2009,Matt Hamill,Jon Jones,Light Heavyweight,,,,,,,,,,,,,,,
12/5/2009,Kevin Ferguson,Houston Alexander,Catch Weight,,,,,,,,,,,,,,,
12/5/2009,Frankie Edgar,Matt Veach,Lightweight,,,,,,,,,,,,,,,
12/5/2009,Matt Mitrione,Marcus Jones,Heavyweight,,,,,,,,,,,,,,,
12/5/2009,James McSweeney,Darrill Schoonover,Heavyweight,,,,,,,,,,,,,,,
12/5/2009,Jon Madsen,Justin Wren,Heavyweight,,,,,,,,,,,,,,,
12/5/2009,Brian Stann,Rodney Wallace,Light Heavyweight,,,,,,,,,,,,,,,
12/5/2009,John Howard,Dennis Hallman,Welterweight,,,,,,,,,,,,,,,
12/5/2009,Mark Bocek,Joe Brammer,Lightweight,,,,,,,,,,,,,,,
11/21/2009,Forrest Griffin,Tito Ortiz,Light Heavyweight,,,,,,,,,,,,,,,
11/21/2009,Josh Koscheck,Anthony Johnson,Welterweight,,,,,,,,,,,,,,,
11/21/2009,Paulo Thiago,Jacob Volkmann,Welterweight,,,,,,,,,,,,,,,
11/21/2009,Rogerio Nogueira,Luiz Cane,Light Heavyweight,,,,,,,,,,,,,,,
11/21/2009,Amir Sadollah,Phil Baroni,Welterweight,,,,,,,,,,,,,,,
11/21/2009,Ben Saunders,Marcus Davis,Welterweight,,,,,,,,,,,,,,,
11/21/2009,Kendall Grove,Jake Rosholt,Middleweight,,,,,,,,,,,,,,,
11/21/2009,Brian Foster,Brock Larson,Welterweight,,,,,,,,,,,,,,,
11/21/2009,George Sotiropoulos,Jason Dent,Lightweight,,,,,,,,,,,,,,,
11/21/2009,Caol Uno,Fabricio Camoes,Lightweight,,,,,,,,,,,,,,,
11/14/2009,Randy Couture,Brandon Vera,Light Heavyweight,,,,,,,,,,,,,,,
11/14/2009,Dan Hardy,Mike Swick,Welterweight,,,,,,,,,,,,,,,
11/14/2009,Michael Bisping,Denis Kang,Middleweight,,,,,,,,,,,,,,,
11/14/2009,Matt Brown,James Wilks,Welterweight,,,,,,,,,,,,,,,
11/14/2009,Ross Pearson,Aaron Riley,Lightweight,,,,,,,,,,,,,,,
11/14/2009,John Hathaway,Paul Taylor,Welterweight,,,,,,,,,,,,,,,
11/14/2009,Terry Etim,Shannon Gugerty,Lightweight,,,,,,,,,,,,,,,
11/14/2009,Nick Osipczak,Matthew Riddle,Welterweight,,,,,,,,,,,,,,,
11/14/2009,Dennis Siver,Paul Kelly,Lightweight,,,,,,,,,,,,,,,
11/14/2009,Alexander Gustafsson,Jared Hamman,Light Heavyweight,,,,,,,,,,,,,,,
11/14/2009,Andre Winner,Rolando Delgado,Lightweight,,,,,,,,,,,,,,,
10/24/2009,Lyoto Machida,Mauricio Rua,Light Heavyweight,,,,,,,,,,,,,,,
10/24/2009,Cain Velasquez,Ben Rothwell,Heavyweight,,,,,,,,,,,,,,,
10/24/2009,Gleison Tibau,Josh Neer,Lightweight,,,,,,,,,,,,,,,
10/24/2009,Joe Stevenson,Spencer Fisher,Lightweight,,,,,,,,,,,,,,,
10/24/2009,Anthony Johnson,Yoshiyuki Yoshida,Welterweight,,,,,,,,,,,,,,,
10/24/2009,Ryan Bader,Eric Schafer,Light Heavyweight,,,,,,,,,,,,,,,
10/24/2009,Pat Barry,Antoni Hardonk,Heavyweight,,,,,,,,,,,,,,,
10/24/2009,Chael Sonnen,Yushin Okami,Middleweight,,,,,,,,,,,,,,,
10/24/2009,Jorge Rivera,Rob Kimmons,Middleweight,,,,,,,,,,,,,,,
10/24/2009,Kyle Kingsbury,Razak Al-Hassan,Light Heavyweight,,,,,,,,,,,,,,,
10/24/2009,Stefan Struve,Chase Gormley,Heavyweight,,,,,,,,,,,,,,,
9/19/2009,Vitor Belfort,Rich Franklin,Catch Weight,,,,,,,,,,,,,,,
9/19/2009,Junior Dos Santos,Mirko Filipovic,Heavyweight,,,,,,,,,,,,,,,
9/19/2009,Paul Daley,Martin Kampmann,Welterweight,,,,,,,,,,,,,,,
9/19/2009,Josh Koscheck,Frank Trigg,Welterweight,,,,,,,,,,,,,,,
9/19/2009,Tyson Griffin,Hermes Franca,Lightweight,,,,,,,,,,,,,,,
9/19/2009,Efrain Escudero,Cole Miller,Lightweight,,,,,,,,,,,,,,,
9/19/2009,Tomasz Drwal,Drew McFedries,Middleweight,,,,,,,,,,,,,,,
9/19/2009,Jim Miller,Steve Lopez,Lightweight,,,,,,,,,,,,,,,
9/19/2009,Nik Lentz,Rafaello Oliveira,Lightweight,,,,,,,,,,,,,,,
9/19/2009,Rick Story,Brian Foster,Welterweight,,,,,,,,,,,,,,,
9/19/2009,Eliot Marshall,Jason Brilz,Light Heavyweight,,,,,,,,,,,,,,,
9/19/2009,Vladimir Matyushenko,Igor Pokrajac,Light Heavyweight,,,,,,,,,,,,,,,
9/19/2009,Rafael Dos Anjos,Rob Emerson,Lightweight,,,,,,,,,,,,,,,
9/16/2009,Nate Diaz,Melvin Guillard,Lightweight,,,,,,,,,,,,,,,
9/16/2009,Gray Maynard,Roger Huerta,Lightweight,,,,,,,,,,,,,,,
9/16/2009,Carlos Condit,Jake Ellenberger,Welterweight,,,,,,,,,,,,,,,
9/16/2009,Nate Quarry,Tim Credeur,Middleweight,,,,,,,,,,,,,,,
9/16/2009,Brian Stann,Steve Cantwell,Light Heavyweight,,,,,,,,,,,,,,,
9/16/2009,Mike Pyle,Chris Wilson,Welterweight,,,,,,,,,,,,,,,
9/16/2009,CB Dollaway,Jay Silva,Middleweight,,,,,,,,,,,,,,,
9/16/2009,Jeremy Stephens,Justin Buchholz,Lightweight,,,,,,,,,,,,,,,
9/16/2009,Mike Pierce,Brock Larson,Welterweight,,,,,,,,,,,,,,,
9/16/2009,Ryan Jensen,Steve Steinbeiss,Middleweight,,,,,,,,,,,,,,,
8/29/2009,Antonio Rodrigo Nogueira,Randy Couture,Heavyweight,,,,,,,,,,,,,,,
8/29/2009,Thiago Silva,Keith Jardine,Light Heavyweight,,,,,,,,,,,,,,,
8/29/2009,Jake Rosholt,Chris Leben,Middleweight,,,,,,,,,,,,,,,
8/29/2009,Nate Marquardt,Demian Maia,Middleweight,,,,,,,,,,,,,,,
8/29/2009,Brandon Vera,Krzysztof Soszynski,Light Heavyweight,,,,,,,,,,,,,,,
8/29/2009,Aaron Simpson,Ed Herman,Middleweight,,,,,,,,,,,,,,,
8/29/2009,Gabriel Gonzaga,Chris Tuchscherer,Heavyweight,,,,,,,,,,,,,,,
8/29/2009,Mike Russow,Justin McCully,Heavyweight,,,,,,,,,,,,,,,
8/29/2009,Todd Duffee,Tim Hague,Heavyweight,,,,,,,,,,,,,,,
8/29/2009,Mark Munoz,Nick Catone,Middleweight,,,,,,,,,,,,,,,
8/29/2009,Evan Dunham,Marcus Aurelio,Lightweight,,,,,,,,,,,,,,,
8/8/2009,BJ Penn,Kenny Florian,Lightweight,,,,,,,,,,,,,,,
8/8/2009,Anderson Silva,Forrest Griffin,Light Heavyweight,,,,,,,,,,,,,,,
8/8/2009,Aaron Riley,Shane Nelson,Lightweight,,,,,,,,,,,,,,,
8/8/2009,Johny Hendricks,Amir Sadollah,Welterweight,,,,,,,,,,,,,,,
8/8/2009,Ricardo Almeida,Kendall Grove,Middleweight,,,,,,,,,,,,,,,
8/8/2009,Kurt Pellegrino,Josh Neer,Lightweight,,,,,,,,,,,,,,,
8/8/2009,John Howard,Tamdan McCrory,Welterweight,,,,,,,,,,,,,,,
8/8/2009,Alessio Sakara,Thales Leites,Middleweight,,,,,,,,,,,,,,,
8/8/2009,Matthew Riddle,Dan Cramer,Welterweight,,,,,,,,,,,,,,,
8/8/2009,George Sotiropoulos,George Roop,Lightweight,,,,,,,,,,,,,,,
8/8/2009,Jesse Lennox,Danillo Villefort,Welterweight,,,,,,,,,,,,,,,
7/11/2009,Jon Fitch,Paulo Thiago,Welterweight,,,,,,,,,,,,,,,
7/11/2009,Brock Lesnar,Frank Mir,Heavyweight,,,,,,,,,,,,,,,
7/11/2009,Georges St-Pierre,Thiago Alves,Welterweight,,,,,,,,,,,,,,,
7/11/2009,Dan Henderson,Michael Bisping,Middleweight,,,,,,,,,,,,,,,
7/11/2009,Yoshihiro Akiyama,Alan Belcher,Middleweight,,,,,,,,,,,,,,,
7/11/2009,Mark Coleman,Stephan Bonnar,Light Heavyweight,,,,,,,,,,,,,,,
7/11/2009,Jim Miller,Mac Danzig,Lightweight,,,,,,,,,,,,,,,
7/11/2009,Jon Jones,Jake O'Brien,Light Heavyweight,,,,,,,,,,,,,,,
7/11/2009,Dong Hyun Kim,TJ Grant,Welterweight,,,,,,,,,,,,,,,
7/11/2009,Tom Lawlor,CB Dollaway,Middleweight,,,,,,,,,,,,,,,
7/11/2009,Shannon Gugerty,Matt Grice,Lightweight,,,,,,,,,,,,,,,
6/20/2009,Diego Sanchez,Clay Guida,Lightweight,,,,,,,,,,,,,,,
6/20/2009,James Wilks,DaMarques Johnson,Welterweight,,,,,,,,,,,,,,,
6/20/2009,Chris Lytle,Kevin Burns,Welterweight,,,,,,,,,,,,,,,
6/20/2009,Ross Pearson,Andre Winner,Lightweight,,,,,,,,,,,,,,,
6/20/2009,Joe Stevenson,Nate Diaz,Lightweight,,,,,,,,,,,,,,,
6/20/2009,Melvin Guillard,Gleison Tibau,Lightweight,,,,,,,,,,,,,,,
6/20/2009,Brad Blackburn,Edgar Garcia,Welterweight,,,,,,,,,,,,,,,
6/20/2009,Tomasz Drwal,Mike Ciesnolevicz,Light Heavyweight,,,,,,,,,,,,,,,
6/20/2009,Nick Osipczak,Frank Lester,Welterweight,,,,,,,,,,,,,,,
6/20/2009,Jason Dent,Cameron Dollar,Lightweight,,,,,,,,,,,,,,,
6/13/2009,Rich Franklin,Wanderlei Silva,Catch Weight,,,,,,,,,,,,,,,
6/13/2009,Cain Velasquez,Cheick Kongo,Heavyweight,,,,,,,,,,,,,,,
6/13/2009,Mirko Filipovic,Mostapha Al-Turk,Heavyweight,,,,,,,,,,,,,,,
6/13/2009,Mike Swick,Ben Saunders,Welterweight,,,,,,,,,,,,,,,
6/13/2009,Spencer Fisher,Caol Uno,Lightweight,,,,,,,,,,,,,,,
6/13/2009,Dan Hardy,Marcus Davis,Welterweight,,,,,,,,,,,,,,,
6/13/2009,Terry Etim,Justin Buchholz,Lightweight,,,,,,,,,,,,,,,
6/13/2009,Dennis Siver,Dale Hartt,Lightweight,,,,,,,,,,,,,,,
6/13/2009,Paul Taylor,Peter Sobotta,Welterweight,,,,,,,,,,,,,,,
6/13/2009,Paul Kelly,Rolando Delgado,Lightweight,,,,,,,,,,,,,,,
6/13/2009,Stefan Struve,Denis Stojnic,Heavyweight,,,,,,,,,,,,,,,
6/13/2009,John Hathaway,Rick Story,Welterweight,,,,,,,,,,,,,,,
5/23/2009,Lyoto Machida,Rashad Evans,Light Heavyweight,,,,,,,,,,,,,,,
5/23/2009,Matt Hughes,Matt Serra,Welterweight,,,,,,,,,,,,,,,
5/23/2009,Drew McFedries,Xavier Foupa-Pokam,Middleweight,,,,,,,,,,,,,,,
5/23/2009,Chael Sonnen,Dan Miller,Middleweight,,,,,,,,,,,,,,,
5/23/2009,Frankie Edgar,Sean Sherk,Lightweight,,,,,,,,,,,,,,,
5/23/2009,Brock Larson,Mike Pyle,Welterweight,,,,,,,,,,,,,,,
5/23/2009,Tim Hague,Pat Barry,Heavyweight,,,,,,,,,,,,,,,
5/23/2009,Kyle Bradley,Phillipe Nover,Lightweight,,,,,,,,,,,,,,,
5/23/2009,Krzysztof Soszynski,Andre Gusmao,Light Heavyweight,,,,,,,,,,,,,,,
5/23/2009,Yoshiyuki Yoshida,Brandon Wolff,Welterweight,,,,,,,,,,,,,,,
5/23/2009,George Roop,David Kaplan,Lightweight,,,,,,,,,,,,,,,
4/18/2009,Anderson Silva,Thales Leites,Middleweight,,,,,,,,,,,,,,,
4/18/2009,Sam Stout,Matt Wiman,Lightweight,,,,,,,,,,,,,,,
4/18/2009,Mauricio Rua,Chuck Liddell,Light Heavyweight,,,,,,,,,,,,,,,
4/18/2009,Krzysztof Soszynski,Brian Stann,Light Heavyweight,,,,,,,,,,,,,,,
4/18/2009,Cheick Kongo,Antoni Hardonk,Heavyweight,,,,,,,,,,,,,,,
4/18/2009,Luiz Cane,Steve Cantwell,Light Heavyweight,,,,,,,,,,,,,,,
4/18/2009,Denis Kang,Xavier Foupa-Pokam,Middleweight,,,,,,,,,,,,,,,
4/18/2009,Nate Quarry,Jason MacDonald,Middleweight,,,,,,,,,,,,,,,
4/18/2009,Ed Herman,David Loiseau,Middleweight,,,,,,,,,,,,,,,
4/18/2009,Mark Bocek,David Bielkheden,Lightweight,,,,,,,,,,,,,,,
4/18/2009,TJ Grant,Ryo Chonan,Welterweight,,,,,,,,,,,,,,,
4/18/2009,Eliot Marshall,Vinny Magalhaes,Light Heavyweight,,,,,,,,,,,,,,,
4/1/2009,Martin Kampmann,Carlos Condit,Welterweight,,,,,,,,,,,,,,,
4/1/2009,Ryan Bader,Carmelo Marrero,Light Heavyweight,,,,,,,,,,,,,,,
4/1/2009,Tyson Griffin,Rafael Dos Anjos,Lightweight,,,,,,,,,,,,,,,
4/1/2009,Cole Miller,Junie Browning,Lightweight,,,,,,,,,,,,,,,
4/1/2009,Gleison Tibau,Jeremy Stephens,Lightweight,,,,,,,,,,,,,,,
4/1/2009,Ricardo Almeida,Matt Horwich,Middleweight,,,,,,,,,,,,,,,
4/1/2009,Brock Larson,Jesse Sanders,Welterweight,,,,,,,,,,,,,,,
4/1/2009,Tim Credeur,Nick Catone,Middleweight,,,,,,,,,,,,,,,
4/1/2009,Jorge Rivera,Nissen Osterneck,Middleweight,,,,,,,,,,,,,,,
4/1/2009,Rob Kimmons,Joe Vedepo,Middleweight,,,,,,,,,,,,,,,
4/1/2009,Aaron Simpson,Tim McKenzie,Middleweight,,,,,,,,,,,,,,,
3/7/2009,Quinton Jackson,Keith Jardine,Light Heavyweight,,,,,,,,,,,,,,,
3/7/2009,Shane Carwin,Gabriel Gonzaga,Heavyweight,,,,,,,,,,,,,,,
3/7/2009,Matt Brown,Pete Sell,Welterweight,,,,,,,,,,,,,,,
3/7/2009,Matt Hamill,Mark Munoz,Light Heavyweight,,,,,,,,,,,,,,,
3/7/2009,Gray Maynard,Jim Miller,Lightweight,,,,,,,,,,,,,,,
3/7/2009,Tamdan McCrory,Ryan Madigan,Welterweight,,,,,,,,,,,,,,,
3/7/2009,Kendall Grove,Jason Day,Middleweight,,,,,,,,,,,,,,,
3/7/2009,Jason Brilz,Tim Boetsch,Light Heavyweight,,,,,,,,,,,,,,,
3/7/2009,Brandon Vera,Michael Patt,Light Heavyweight,,,,,,,,,,,,,,,
3/7/2009,Shane Nelson,Aaron Riley,Lightweight,,,,,,,,,,,,,,,
2/21/2009,Diego Sanchez,Joe Stevenson,Lightweight,,,,,,,,,,,,,,,
2/21/2009,Dan Hardy,Rory Markham,Welterweight,,,,,,,,,,,,,,,
2/21/2009,Nate Marquardt,Wilson Gouveia,Middleweight,,,,,,,,,,,,,,,
2/21/2009,Demian Maia,Chael Sonnen,Middleweight,,,,,,,,,,,,,,,
2/21/2009,Paulo Thiago,Josh Koscheck,Welterweight,,,,,,,,,,,,,,,
2/21/2009,Terry Etim,Brian Cobb,Lightweight,,,,,,,,,,,,,,,
2/21/2009,Junior Dos Santos,Stefan Struve,Heavyweight,,,,,,,,,,,,,,,
2/21/2009,Evan Dunham,Per Eklund,Lightweight,,,,,,,,,,,,,,,
2/21/2009,Mike Ciesnolevicz,Neil Grove,Heavyweight,,,,,,,,,,,,,,,
2/21/2009,Paul Kelly,Troy Mandaloniz,Welterweight,,,,,,,,,,,,,,,
2/7/2009,Joe Lauzon,Jeremy Stephens,Lightweight,,,,,,,,,,,,,,,
2/7/2009,Cain Velasquez,Denis Stojnic,Heavyweight,,,,,,,,,,,,,,,
2/7/2009,Josh Neer,Mac Danzig,Lightweight,,,,,,,,,,,,,,,
2/7/2009,Anthony Johnson,Luigi Fioravanti,Welterweight,,,,,,,,,,,,,,,
2/7/2009,Kurt Pellegrino,Rob Emerson,Lightweight,,,,,,,,,,,,,,,
2/7/2009,Dan Miller,Jake Rosholt,Middleweight,,,,,,,,,,,,,,,
2/7/2009,Matt Veach,Matt Grice,Lightweight,,,,,,,,,,,,,,,
2/7/2009,Gleison Tibau,Rich Clementi,Lightweight,,,,,,,,,,,,,,,
2/7/2009,Nick Catone,Derek Downey,Middleweight,,,,,,,,,,,,,,,
2/7/2009,Matthew Riddle,Steve Bruno,Welterweight,,,,,,,,,,,,,,,
1/31/2009,Georges St-Pierre,BJ Penn,Welterweight,,,,,,,,,,,,,,,
1/31/2009,Lyoto Machida,Thiago Silva,Light Heavyweight,,,,,,,,,,,,,,,
1/31/2009,Jon Jones,Stephan Bonnar,Light Heavyweight,,,,,,,,,,,,,,,
1/31/2009,Clay Guida,Nate Diaz,Lightweight,,,,,,,,,,,,,,,
1/31/2009,Jon Fitch,Akihiro Gono,Welterweight,,,,,,,,,,,,,,,
1/31/2009,Thiago Tavares,Manvel Gamburyan,Lightweight,,,,,,,,,,,,,,,
1/31/2009,John Howard,Chris Wilson,Welterweight,,,,,,,,,,,,,,,
1/31/2009,Jake O'Brien,Christian Wellisch,Light Heavyweight,,,,,,,,,,,,,,,
1/31/2009,Dan Cramer,Matt Arroyo,Welterweight,,,,,,,,,,,,,,,
1/17/2009,Dan Henderson,Rich Franklin,Light Heavyweight,,,,,,,,,,,,,,,
1/17/2009,Mauricio Rua,Mark Coleman,Light Heavyweight,,,,,,,,,,,,,,,
1/17/2009,Rousimar Palhares,Jeremy Horn,Middleweight,,,,,,,,,,,,,,,
1/17/2009,Alan Belcher,Denis Kang,Middleweight,,,,,,,,,,,,,,,
1/17/2009,Marcus Davis,Chris Lytle,Welterweight,,,,,,,,,,,,,,,
1/17/2009,John Hathaway,Tom Egan,Welterweight,,,,,,,,,,,,,,,
1/17/2009,Martin Kampmann,Alexandre Barros,Welterweight,,,,,,,,,,,,,,,
1/17/2009,Eric Schafer,Antonio Mendes,Light Heavyweight,,,,,,,,,,,,,,,
1/17/2009,Tomasz Drwal,Ivan Serati,Light Heavyweight,,,,,,,,,,,,,,,
1/17/2009,Dennis Siver,Nate Mohr,Lightweight,,,,,,,,,,,,,,,
12/27/2008,Rashad Evans,Forrest Griffin,Light Heavyweight,,,,,,,,,,,,,,,
12/27/2008,Frank Mir,Antonio Rodrigo Nogueira,Heavyweight,,,,,,,,,,,,,,,
12/27/2008,CB Dollaway,Mike Massenzio,Middleweight,,,,,,,,,,,,,,,
12/27/2008,Quinton Jackson,Wanderlei Silva,Light Heavyweight,,,,,,,,,,,,,,,
12/27/2008,Cheick Kongo,Mostapha Al-Turk,Heavyweight,,,,,,,,,,,,,,,
12/27/2008,Yushin Okami,Dean Lister,Middleweight,,,,,,,,,,,,,,,
12/27/2008,Antoni Hardonk,Mike Wessel,Heavyweight,,,,,,,,,,,,,,,
12/27/2008,Matt Hamill,Reese Andy,Light Heavyweight,,,,,,,,,,,,,,,
12/27/2008,Brad Blackburn,Ryo Chonan,Welterweight,,,,,,,,,,,,,,,
12/27/2008,Pat Barry,Dan Evensen,Heavyweight,,,,,,,,,,,,,,,
12/13/2008,Efrain Escudero,Phillipe Nover,Lightweight,,,,,,,,,,,,,,,
12/13/2008,Ryan Bader,Vinny Magalhaes,Light Heavyweight,,,,,,,,,,,,,,,
12/13/2008,Anthony Johnson,Kevin Burns,Welterweight,,,,,,,,,,,,,,,
12/13/2008,Wilson Gouveia,Jason MacDonald,Middleweight,,,,,,,,,,,,,,,
12/13/2008,Junie Browning,David Kaplan,Lightweight,,,,,,,,,,,,,,,
12/13/2008,Krzysztof Soszynski,Shane Primm,Light Heavyweight,,,,,,,,,,,,,,,
12/13/2008,Eliot Marshall,Jules Bruchez,Light Heavyweight,,,,,,,,,,,,,,,
12/13/2008,Tom Lawlor,Kyle Kingsbury,Light Heavyweight,,,,,,,,,,,,,,,
12/13/2008,Shane Nelson,George Roop,Lightweight,,,,,,,,,,,,,,,
12/13/2008,Rolando Delgado,John Polakowski,Lightweight,,,,,,,,,,,,,,,
12/10/2008,Josh Koscheck,Yoshiyuki Yoshida,Welterweight,,,,,,,,,,,,,,,
12/10/2008,Mike Swick,Jonathan Goulet,Welterweight,,,,,,,,,,,,,,,
12/10/2008,Steve Cantwell,Razak Al-Hassan,Light Heavyweight,,,,,,,,,,,,,,,
12/10/2008,Tim Credeur,Nate Loughran,Middleweight,,,,,,,,,,,,,,,
12/10/2008,Jim Miller,Matt Wiman,Lightweight,,,,,,,,,,,,,,,
12/10/2008,Luigi Fioravanti,Brodie Farber,Catch Weight,,,,,,,,,,,,,,,
12/10/2008,Steve Bruno,Johnny Rees,Welterweight,,,,,,,,,,,,,,,
12/10/2008,Ben Saunders,Brandon Wolff,Welterweight,,,,,,,,,,,,,,,
12/10/2008,Dale Hartt,Corey Hill,Lightweight,,,,,,,,,,,,,,,
12/10/2008,Justin McCully,Eddie Sanchez,Heavyweight,,,,,,,,,,,,,,,
11/15/2008,Brock Lesnar,Randy Couture,Heavyweight,,,,,,,,,,,,,,,
11/15/2008,Kenny Florian,Joe Stevenson,Lightweight,,,,,,,,,,,,,,,
11/15/2008,Dustin Hazelett,Tamdan McCrory,Welterweight,,,,,,,,,,,,,,,
11/15/2008,Gabriel Gonzaga,Josh Hendricks,Heavyweight,,,,,,,,,,,,,,,
11/15/2008,Demian Maia,Nate Quarry,Middleweight,,,,,,,,,,,,,,,
11/15/2008,Aaron Riley,Jorge Gurgel,Lightweight,,,,,,,,,,,,,,,
11/15/2008,Jeremy Stephens,Rafael Dos Anjos,Lightweight,,,,,,,,,,,,,,,
11/15/2008,Mark Bocek,Alvin Robinson,Lightweight,,,,,,,,,,,,,,,
11/15/2008,Matt Brown,Ryan Thomas,Welterweight,,,,,,,,,,,,,,,
10/25/2008,Anderson Silva,Patrick Cote,Middleweight,,,,,,,,,,,,,,,
10/25/2008,Thiago Alves,Josh Koscheck,Welterweight,,,,,,,,,,,,,,,
10/25/2008,Gray Maynard,Rich Clementi,Lightweight,,,,,,,,,,,,,,,
10/25/2008,Junior Dos Santos,Fabricio Werdum,Heavyweight,,,,,,,,,,,,,,,
10/25/2008,Sean Sherk,Tyson Griffin,Lightweight,,,,,,,,,,,,,,,
10/25/2008,Thales Leites,Drew McFedries,Middleweight,,,,,,,,,,,,,,,
10/25/2008,Spencer Fisher,Shannon Gugerty,Lightweight,,,,,,,,,,,,,,,
10/25/2008,Dan Miller,Matt Horwich,Middleweight,,,,,,,,,,,,,,,
10/25/2008,Hermes Franca,Marcus Aurelio,Lightweight,,,,,,,,,,,,,,,
10/25/2008,Pete Sell,Joshua Burkman,Welterweight,,,,,,,,,,,,,,,
10/18/2008,Michael Bisping,Chris Leben,Middleweight,,,,,,,,,,,,,,,
10/18/2008,Keith Jardine,Brandon Vera,Light Heavyweight,,,,,,,,,,,,,,,
10/18/2008,Luiz Cane,Rameau Thierry Sokoudjou,Light Heavyweight,,,,,,,,,,,,,,,
10/18/2008,Chris Lytle,Paul Taylor,Welterweight,,,,,,,,,,,,,,,
10/18/2008,Marcus Davis,Paul Kelly,Welterweight,,,,,,,,,,,,,,,
10/18/2008,Dan Hardy,Akihiro Gono,Welterweight,,,,,,,,,,,,,,,
10/18/2008,Shane Carwin,Neil Wain,Heavyweight,,,,,,,,,,,,,,,
10/18/2008,David Bielkheden,Jess Liaudin,Lightweight,,,,,,,,,,,,,,,
10/18/2008,Terry Etim,Sam Stout,Lightweight,,,,,,,,,,,,,,,
10/18/2008,Jim Miller,David Baron,Lightweight,,,,,,,,,,,,,,,
10/18/2008,Per Eklund,Samy Schiavo,Lightweight,,,,,,,,,,,,,,,
9/17/2008,Nate Diaz,Josh Neer,Lightweight,,,,,,,,,,,,,,,
9/17/2008,Clay Guida,Mac Danzig,Lightweight,,,,,,,,,,,,,,,
9/17/2008,Alan Belcher,Ed Herman,Middleweight,,,,,,,,,,,,,,,
9/17/2008,Eric Schafer,Houston Alexander,Light Heavyweight,,,,,,,,,,,,,,,
9/17/2008,Alessio Sakara,Joe Vedepo,Middleweight,,,,,,,,,,,,,,,
9/17/2008,Wilson Gouveia,Ryan Jensen,Middleweight,,,,,,,,,,,,,,,
9/17/2008,Joe Lauzon,Kyle Bradley,Lightweight,,,,,,,,,,,,,,,
9/17/2008,Jason Brilz,Brad Morris,Light Heavyweight,,,,,,,,,,,,,,,
9/17/2008,Mike Massenzio,Drew McFedries,Middleweight,,,,,,,,,,,,,,,
9/17/2008,Dan Miller,Rob Kimmons,Middleweight,,,,,,,,,,,,,,,
9/6/2008,Rashad Evans,Chuck Liddell,Light Heavyweight,,,,,,,,,,,,,,,
9/6/2008,Rich Franklin,Matt Hamill,Light Heavyweight,,,,,,,,,,,,,,,
9/6/2008,Dan Henderson,Rousimar Palhares,Middleweight,,,,,,,,,,,,,,,
9/6/2008,Nate Marquardt,Martin Kampmann,Middleweight,,,,,,,,,,,,,,,
9/6/2008,Dong Hyun Kim,Matt Brown,Welterweight,,,,,,,,,,,,,,,
9/6/2008,Kurt Pellegrino,Thiago Tavares,Lightweight,,,,,,,,,,,,,,,
9/6/2008,Tim Boetsch,Michael Patt,Light Heavyweight,,,,,,,,,,,,,,,
9/6/2008,Jason MacDonald,Jason Lambert,Middleweight,,,,,,,,,,,,,,,
9/6/2008,Ryo Chonan,Roan Carneiro,Welterweight,,,,,,,,,,,,,,,
8/9/2008,Georges St-Pierre,Jon Fitch,Welterweight,,,,,,,,,,,,,,,
8/9/2008,Brock Lesnar,Heath Herring,Heavyweight,,,,,,,,,,,,,,,
8/9/2008,Rob Emerson,Manvel Gamburyan,Lightweight,,,,,,,,,,,,,,,
