name,height,weight,reach,stance
Cain Carrizosa,172.72,70.31,,Orthodox
Jorge de Oliveira,172.72,70.31,,Orthodox
Bentley Syler,162.56,56.7,,Orthodox
Roger Narvaez,190.5,83.91,,Southpaw
Josh Copeland,185.42,120.2,,Orthodox
Jake Lindsey,180.34,70.31,,Switch
Larissa Pacheco,170.18,61.23,,Orthodox
Ruan Potts,187.96,112.04,190.5,Orthodox
Alex Torres,177.8,65.77,,Orthodox
William Macario,180.34,77.11,190.5,Orthodox
Josh Shockley,185.42,70.31,,Orthodox
Patrick Walsh,180.34,83.91,,
Rodrigo de Lima,170.18,70.31,,Orthodox
Ian McCall,165.1,56.7,162.56,Orthodox
Richardson Moreira,187.96,83.91,,Orthodox
Andy Enz,190.5,83.91,198.12,Orthodox
Phil Davis,187.96,92.99,200.66,Orthodox
Akira Corassani,172.72,65.77,172.72,Orthodox
Andy Ogle,172.72,65.77,175.26,Orthodox
Stanislav Nedkov,180.34,92.99,180.34,Orthodox
Shane Howell,172.72,56.7,,Orthodox
Matt Van Buren,195.58,92.99,,
Tateki Matsuda,170.18,56.7,,Orthodox
Louis Gaudinot,160.02,56.7,160.02,Orthodox
Rodrigo Damm,170.18,70.31,180.34,Orthodox
Mats Nilsson,185.42,77.11,,Orthodox
Alexis Dufresne,175.26,61.23,,Orthodox
Mike Rhodes,185.42,77.11,187.96,Orthodox
Tom Niinimaki,175.26,65.77,175.26,Orthodox
Jamie Varner,172.72,70.31,180.34,Orthodox
Joe Ellenberger,175.26,70.31,182.88,Orthodox
Garett Whiteley,182.88,70.31,182.88,Orthodox
Dustin Kimura,170.18,61.23,180.34,Orthodox
Brendan Schaub,193.04,111.13,198.12,Orthodox
Matt Hobar,177.8,61.23,177.8,Southpaw
Isaac Vallie-Flagg,172.72,70.31,177.8,Orthodox
Yves Edwards,175.26,70.31,185.42,Southpaw
Juan Manuel Puig,175.26,65.77,,Orthodox
Chris Heatherly,175.26,70.31,,Orthodox
Humberto Brown Morrison,177.8,65.77,,
Rodolfo Rubio Perez,165.1,65.77,,Orthodox
Charlie Brenneman,177.8,70.31,177.8,Orthodox
Tim Gorman,165.1,61.23,,Southpaw
Wagner Silva,182.88,77.11,,Orthodox
Vagner Rocha,177.8,70.31,185.42,Orthodox
Guto Inocente,190.5,92.99,,Orthodox
Luke Zachrich,187.96,83.91,187.96,Orthodox
Jumabieke Tuerxun,170.18,61.23,,Orthodox
Fabricio Camoes,177.8,70.31,180.34,Orthodox
Bruno Santos,175.26,83.91,,Orthodox
Anthony Njokuani,185.42,70.31,190.5,Orthodox
Tor Troeng,187.96,83.91,,Orthodox
Ernest Chavez,172.72,65.77,177.8,Orthodox
Amir Sadollah,177.8,77.11,190.5,Orthodox
Takenori Sato,177.8,77.11,,Southpaw
Kazuki Tokudome,180.34,70.31,185.42,Southpaw
Dashon Johnson,170.18,65.77,,Orthodox
Paulo Thiago,180.34,77.11,187.96,Orthodox
Johnny Bedford,177.8,61.23,180.34,Orthodox
Francis Carmont,190.5,92.99,198.12,Orthodox
Cung Le,175.26,83.91,177.8,Southpaw
Jianping Yang,170.18,65.77,,Orthodox
Sai Wang,182.88,77.11,,Southpaw
Danny Mitchell,187.96,77.11,,Orthodox
Roland Delorme,175.26,61.23,180.34,Orthodox
Anying Wang,182.88,77.11,,Orthodox
Jack May,203.2,115.67,,Switch
Kyle Kingsbury,193.04,92.99,200.66,Orthodox
Hernani Perpetuo,182.88,77.11,,Orthodox
Steven Siler,180.34,65.77,177.8,Orthodox
Phil Harris,162.56,56.7,165.1,Orthodox
Mike King,190.5,83.91,,
Cody Donovan,190.5,92.99,187.96,Orthodox
Pat Healy,182.88,70.31,182.88,Orthodox
Tina Lahdemaki,157.48,52.16,,Orthodox
Daniel Spohn,193.04,92.99,200.66,Southpaw
Guilherme Vasconcelos,182.88,83.91,,Orthodox
Colton Smith,182.88,70.31,180.34,Orthodox
Chris Indich,177.8,77.11,,
Mike Easton,167.64,61.23,177.8,Southpaw
Jason High,172.72,70.31,185.42,Southpaw
Bobby Voelker,182.88,77.11,187.96,Orthodox
Lance Benoist,180.34,77.11,182.88,Southpaw
Chris Holdsworth,180.34,61.23,,
Ben Wall,177.8,70.31,,Orthodox
Anthony Lapsley,175.26,77.11,,Southpaw
Estevan Payan,177.8,65.77,,Orthodox
Mark Bocek,172.72,70.31,190.5,Orthodox
Ronny Markes,185.42,83.91,190.5,Orthodox
Thiago Perpetuo,177.8,77.11,,Orthodox
Jake Shields,182.88,77.11,182.88,Orthodox
Renee Forte,170.18,70.31,180.34,Orthodox
Will Campuzano,175.26,56.7,177.8,Orthodox
Robert McDaniel,190.5,83.91,190.5,Southpaw
Melvin Guillard,175.26,70.31,180.34,Orthodox
Cyrille Diabate,198.12,92.99,205.74,Southpaw
John Hathaway,185.42,77.11,190.5,Orthodox
Ivan Menjivar,167.64,65.77,162.56,Orthodox
Nam Phan,167.64,61.23,177.8,Orthodox
Albert Cheng,180.34,77.11,,Orthodox
TJ Waldburger,180.34,77.11,190.5,Orthodox
Rafaello Oliveira,172.72,70.31,180.34,Orthodox
Cristiano Marcello,175.26,70.31,182.88,Orthodox
Nick Catone,182.88,83.91,182.88,Southpaw
Ramiro Hernandez,175.26,61.23,,Orthodox
Mike Rio,177.8,70.31,177.8,Orthodox
Brian Houston,187.96,83.91,,Orthodox
Shunichi Shimizu,165.1,61.23,,Orthodox
Will Chope,193.04,65.77,,Switch
Quinn Mulhern,190.5,70.31,,Orthodox
Dave Galera,180.34,61.23,,Orthodox
Chris Leben,180.34,83.91,185.42,Southpaw
Mac Danzig,172.72,70.31,177.8,Orthodox
Cody McKenzie,182.88,70.31,182.88,Switch
Roger Bowling,175.26,70.31,172.72,Orthodox
Darren Uyenoyama,167.64,56.7,165.1,Orthodox
Pat Barry,180.34,106.59,187.96,Orthodox
Julie Kedzie,165.1,61.23,,Orthodox
Nick Ring,182.88,83.91,187.96,Southpaw
Peggy Morgan,185.42,61.23,,
Chael Sonnen,185.42,92.99,185.42,Southpaw
Edwin Figueroa,170.18,61.23,175.26,Orthodox
Jose Maria,165.1,56.7,,Orthodox
Alessio Sakara,182.88,83.91,182.88,Orthodox
Rosi Sexton,160.02,61.23,,Orthodox
Michael Kuiper,182.88,83.91,185.42,Orthodox
George Sotiropoulos,177.8,70.31,180.34,Orthodox
Adlan Amagov,187.96,77.11,193.04,Orthodox
Jeremy Larsen,177.8,65.77,177.8,Orthodox
Dustin Pague,175.26,61.23,187.96,Orthodox
Thiago Silva,187.96,92.99,187.96,Orthodox
Matt Hamill,185.42,92.99,193.04,Orthodox
Joey Beltran,185.42,83.91,190.5,Orthodox
Rousimar Palhares,172.72,77.11,180.34,Orthodox
David Mitchell,182.88,77.11,190.5,Orthodox
Iliarde Santos,165.1,56.7,170.18,Orthodox
Mike Ricci,182.88,70.31,193.04,Southpaw
Nandor Guelmino,190.5,104.33,,
Marcos Vinicius,175.26,56.7,,Orthodox
Joao Zeferino,180.34,77.11,,Orthodox
Keith Wisniewski,182.88,77.11,,Orthodox
Yuri Villefort,182.88,77.11,185.42,Orthodox
Brandon Vera,190.5,104.33,198.12,Orthodox
Pascal Krauss,185.42,77.11,,Orthodox
Ryan Couture,177.8,70.31,185.42,Orthodox
Jared Hamman,190.5,83.91,190.5,Orthodox
Martin Kampmann,182.88,77.11,182.88,Orthodox
Brian Melancon,172.72,77.11,,Orthodox
Papy Abedi,180.34,83.91,,Southpaw
James Head,185.42,77.11,185.42,Orthodox
Ben Alloway,180.34,77.11,193.04,Orthodox
Mike Brown,167.64,65.77,177.8,Orthodox
Vinny Magalhaes,190.5,92.99,190.5,Orthodox
Sheila Gaff,165.1,61.23,,Orthodox
Josh Clopton,167.64,65.77,,Orthodox
Ednaldo Oliveira,195.58,92.99,,Orthodox
Bristol Marunde,185.42,77.11,190.5,Orthodox
Aaron Riley,172.72,70.31,175.26,Southpaw
John Albert,172.72,61.23,172.72,Orthodox
Roger Gracie,193.04,83.91,200.66,Orthodox
Dave Herman,193.04,109.77,195.58,Orthodox
Sean Pierson,182.88,77.11,193.04,Southpaw
John Maguire,175.26,70.31,175.26,Southpaw
Eddie Mendez,177.8,83.91,,
Karlos Vemola,182.88,83.91,190.5,Orthodox
TJ Grant,177.8,70.31,182.88,Orthodox
Nah-Shon Burrell,180.34,77.11,,Orthodox
Brian Bowles,170.18,61.23,177.8,Orthodox
John Cholish,180.34,70.31,187.96,Orthodox
Roger Hollett,180.34,92.99,,Orthodox
Azamat Gashimov,167.64,56.7,,Orthodox
Alan Belcher,187.96,83.91,190.5,Orthodox
Cheick Kongo,193.04,108.86,208.28,Orthodox
Leonard Garcia,177.8,65.77,172.72,Orthodox
Clifford Starks,182.88,83.91,198.12,Orthodox
Gilbert Smith,175.26,83.91,,Southpaw
Collin Hart,185.42,83.91,,Orthodox
Jimmy Quinlan,182.88,83.91,,Orthodox
Bart Palaszewski,175.26,65.77,177.8,Orthodox
Justin Lawrence,172.72,65.77,170.18,Orthodox
Philip De Fries,195.58,113.4,200.66,Orthodox
Pablo Garza,185.42,65.77,185.42,Orthodox
Adam Cella,187.96,77.11,,
Chris Spang,187.96,77.11,,Orthodox
Besam Yousef,180.34,77.11,,Orthodox
Colin Fletcher,187.96,70.31,,Orthodox
Antonio Carvalho,175.26,65.77,177.8,Orthodox
Issei Tamura,165.1,61.23,160.02,Orthodox
Reuben Duran,170.18,61.23,180.34,Orthodox
Wanderlei Silva,180.34,92.99,187.96,Orthodox
Brian Stann,185.42,92.99,187.96,Orthodox
Riki Fukuda,182.88,83.91,185.42,Southpaw
Josh Neer,180.34,77.11,182.88,Orthodox
Lavar Johnson,193.04,108.86,208.28,Orthodox
Anton Kuivanen,172.72,70.31,182.88,Orthodox
Matt Grice,172.72,65.77,177.8,Orthodox
Caros Fodor,175.26,70.31,187.96,Orthodox
Brock Jardine,180.34,77.11,,Orthodox
Jon Manley,185.42,77.11,,Orthodox
Jorge Santiago,185.42,77.11,190.5,Orthodox
Terry Etim,185.42,70.31,185.42,Orthodox
Paul Sass,182.88,70.31,185.42,Orthodox
Josh Grispi,180.34,65.77,187.96,Orthodox
Motonobu Tezuka,170.18,61.23,,Southpaw
Ulysses Gomez,167.64,56.7,,Orthodox
Jon Fitch,182.88,77.11,187.96,Orthodox
Jay Hieron,182.88,77.11,190.5,Orthodox
Jacob Volkmann,175.26,70.31,180.34,Southpaw
Mike Stumpf,177.8,77.11,,
Vladimir Matyushenko,182.88,92.99,187.96,Orthodox
Mike Russow,185.42,115.67,185.42,Orthodox
Simeon Thoresen,185.42,77.11,200.66,Orthodox
Milton Vieira,182.88,65.77,,Orthodox
Diego Nunes,167.64,65.77,170.18,Orthodox
Wagner Prado,182.88,92.99,187.96,Southpaw
CJ Keith,182.88,70.31,,Orthodox
Byron Bloodworth,172.72,61.23,,Orthodox
Shane del Rosario,193.04,113.4,,Southpaw
Jonathan Brookins,182.88,65.77,187.96,Southpaw
John Cofer,175.26,70.31,,Southpaw
Jared Papazian,172.72,61.23,170.18,Southpaw
Manuel Rodriguez,175.26,77.11,,Orthodox
Brendan Loughnane,177.8,65.77,177.8,Switch
Nick Penner,193.04,92.99,,Southpaw
Henry Martinez,170.18,70.31,175.26,Southpaw
Marcus LeVesseur,175.26,70.31,177.8,Southpaw
Mark Hominick,172.72,65.77,172.72,Orthodox
Chad Griggs,185.42,92.99,185.42,Orthodox
Matthew Riddle,185.42,77.11,193.04,Southpaw
Rich Franklin,185.42,83.91,193.04,Southpaw
Zhang Tiequan,172.72,70.31,175.26,Orthodox
Jeff Hougland,170.18,61.23,172.72,Orthodox
Yasuhiro Urushitani,165.1,56.7,,Southpaw
Tom DeBlass,182.88,83.91,,Orthodox
Stephan Bonnar,193.04,92.99,200.66,Orthodox
Joey Gambino,170.18,65.77,,Orthodox
Luiz Cane,187.96,83.91,195.58,Southpaw
Aaron Simpson,182.88,77.11,185.42,Orthodox
Carlo Prater,180.34,70.31,182.88,Switch
Shane Roller,177.8,70.31,182.88,Orthodox
Dan Hardy,182.88,77.11,187.96,Orthodox
Che Mills,185.42,77.11,193.04,Orthodox
Duane Ludwig,177.8,77.11,177.8,Orthodox
DaMarques Johnson,185.42,77.11,190.5,Orthodox
Jason Young,175.26,65.77,185.42,Orthodox
Walel Watson,180.34,61.23,190.5,Orthodox
Buddy Roberts,187.96,83.91,,Orthodox
Tommy Hayden,175.26,65.77,,Southpaw
Ken Stone,172.72,61.23,180.34,Southpaw
Eiji Mitsuoka,170.18,65.77,,Southpaw
Oli Thompson,185.42,109.77,,Orthodox
Michihiro Omigawa,167.64,65.77,172.72,Orthodox
Damacio Page,167.64,61.23,167.64,Orthodox
Josh Ferguson,165.1,56.7,,Orthodox
Dan Stittgen,185.42,77.11,,Orthodox
Forrest Griffin,190.5,92.99,195.58,Orthodox
Tito Ortiz,190.5,92.99,187.96,Orthodox
John Alessio,177.8,70.31,182.88,Orthodox
Yoislandy Izquierdo,180.34,70.31,,Southpaw
Anistavio Medeiros,167.64,65.77,,Orthodox
Delson Heleno,180.34,83.91,,Orthodox
John Teixeira,170.18,65.77,,Orthodox
Wagner Campos,167.64,65.77,,Southpaw
Spencer Fisher,170.18,70.31,172.72,Southpaw
Luis Ramos,172.72,77.11,,Orthodox
Ricardo Funch,177.8,77.11,187.96,Southpaw
Carlos Eduardo Rocha,177.8,77.11,185.42,Orthodox
Bernardo Magalhaes,175.26,70.31,,Orthodox
Jake Hecht,182.88,77.11,185.42,Orthodox
Pat Schilling,172.72,65.77,,Orthodox
Chris Tickle,175.26,70.31,,
Chris Saunders,172.72,70.31,,
Jason Miller,185.42,83.91,,Orthodox
Jorge Lopez,177.8,77.11,,Orthodox
Jason MacDonald,190.5,83.91,203.2,Orthodox
Kamal Shalorus,172.72,70.31,172.72,Orthodox
Jeff Curran,167.64,61.23,175.26,Orthodox
Alex Soto,172.72,61.23,,Southpaw
Nick Denis,170.18,61.23,,Orthodox
Mike Massenzio,187.96,83.91,185.42,Southpaw
Miguel Torres,175.26,61.23,193.04,Orthodox
Eddie Yagin,170.18,65.77,,Orthodox
Eric Wisely,172.72,65.77,,Southpaw
Aaron Rosa,193.04,92.99,195.58,Orthodox
Mackens Semerzier,175.26,65.77,182.88,Orthodox
Norifumi Yamamoto,162.56,61.23,167.64,Southpaw
Steve Cantwell,187.96,83.91,190.5,Orthodox
Chris Cope,182.88,77.11,182.88,Orthodox
Jon Olav Einemo,198.12,114.76,,Orthodox
Christian Morecraft,198.12,117.93,205.74,Orthodox
Jorge Rivera,185.42,83.91,185.42,Orthodox
Eric Schafer,190.5,83.91,193.04,Orthodox
Daniel Roberts,177.8,77.11,187.96,Southpaw
Joseph Sandoval,170.18,61.23,,Southpaw
Brock Lesnar,190.5,120.2,205.74,Orthodox
Junior Assuncao,175.26,65.77,182.88,Orthodox
Claude Patrick,180.34,77.11,190.5,Orthodox
Krzysztof Soszynski,185.42,92.99,195.58,Open Stance
Dennis Hallman,175.26,70.31,182.88,Orthodox
Rich Attonito,177.8,77.11,182.88,Orthodox
Stephen Bass,175.26,65.77,,Orthodox
Dustin Neace,175.26,65.77,,
Jason Brilz,180.34,92.99,180.34,Orthodox
Nick Pace,170.18,61.23,172.72,Orthodox
Shamar Bailey,175.26,70.31,190.5,Southpaw
Clay Harvison,185.42,77.11,187.96,Orthodox
Cole Escovedo,170.18,61.23,182.88,Orthodox
Paul Bradley,175.26,77.11,,Orthodox
Matt Lucas,185.42,92.99,,
Edward Faaloloto,185.42,70.31,177.8,Orthodox
Rob Broughton,187.96,120.2,187.96,Orthodox
Tyson Griffin,167.64,65.77,172.72,Orthodox
Eliot Marshall,187.96,92.99,195.58,Orthodox
Danny Downes,182.88,70.31,182.88,Orthodox
Kenny Florian,177.8,65.77,187.96,Southpaw
Matt Hughes,175.26,77.11,185.42,Switch
Ricardo Romero,182.88,92.99,193.04,Orthodox
Donny Walker,175.26,61.23,,
Mike Lullo,172.72,65.77,,Orthodox
Ian Loveland,172.72,65.77,,Orthodox
Chris Lytle,180.34,77.11,172.72,Orthodox
TJ O'Brien,187.96,70.31,,Orthodox
Jason Reinhardt,167.64,61.23,,Orthodox
Andre Winner,180.34,70.31,185.42,Orthodox
Joe Stevenson,170.18,65.77,177.8,Orthodox
Javier Vazquez,170.18,65.77,175.26,Southpaw
Curt Warburton,182.88,70.31,185.42,Orthodox
Edward Faaloloto,177.8,70.31,177.8,Orthodox
Shane Carwin,187.96,120.2,203.2,Orthodox
Jesse Bongfeldt,182.88,83.91,,Orthodox
Tim Credeur,190.5,83.91,190.5,Orthodox
Chuck O'Neil,187.96,77.11,,
Ryan McGillivray,180.34,77.11,,
Kendall Grove,198.12,83.91,200.66,Orthodox
Randy Couture,185.42,92.99,190.5,Orthodox
Charlie Valencia,160.02,61.23,162.56,Orthodox
Ryan Jensen,185.42,83.91,193.04,Orthodox
Kyle Watson,182.88,70.31,,Southpaw
Jon Madsen,182.88,108.86,182.88,Orthodox
Kris McCray,182.88,77.11,193.04,Orthodox
Sean McCorkle,200.66,120.2,205.74,Orthodox
Mario Miranda,190.5,83.91,187.96,Orthodox
Waylon Lowe,170.18,65.77,,Southpaw
Ricardo Almeida,182.88,77.11,187.96,Orthodox
Kurt Pellegrino,172.72,70.31,177.8,Orthodox
Rob Kimmons,177.8,83.91,185.42,Orthodox
Todd Brown,180.34,92.99,,Orthodox
Tom Blackledge,182.88,92.99,,Orthodox
Chris Tuchscherer,187.96,117.03,193.04,Orthodox
Maciej Jewtuszko,182.88,70.31,,Southpaw
Antonio Banuelos,165.1,61.23,160.02,Orthodox
Paul Kelly,175.26,70.31,177.8,Orthodox
Paul Taylor,182.88,70.31,182.88,Orthodox
Gabe Ruediger,177.8,70.31,,Orthodox
Tim Hague,193.04,117.93,193.04,Orthodox
Mike Guymon,182.88,77.11,187.96,Orthodox
Willamy Freire,172.72,70.31,,Orthodox
Amilcar Alves,182.88,77.11,,Southpaw
Marcus Davis,177.8,77.11,177.8,Southpaw
Phil Baroni,175.26,77.11,182.88,Orthodox
Greg Soto,180.34,77.11,185.42,Orthodox
Antonio McKee,172.72,70.31,,Southpaw
Joe Doerksen,182.88,83.91,190.5,Orthodox
Dustin Hazelett,185.42,77.11,193.04,Orthodox
Pat Audinwood,182.88,70.31,,Orthodox
Aaron Wilkinson,177.8,70.31,,Orthodox
Tyler Toner,172.72,65.77,177.8,Orthodox
Sako Chivitchian,180.34,70.31,,Orthodox
Fredson Paixao,167.64,65.77,167.64,Orthodox
Gerald Harris,180.34,83.91,195.58,Southpaw
Maiquel Falcao,180.34,83.91,,Orthodox
Brian Foster,175.26,77.11,180.34,Orthodox
Karo Parisyan,177.8,77.11,182.88,Orthodox
Goran Reljic,190.5,92.99,205.74,Southpaw
Nick Osipczak,187.96,77.11,193.04,Orthodox
Alexandre Ferreira,170.18,92.99,,Orthodox
Mark Scanlon,175.26,77.11,,Orthodox
Seth Petruzelli,182.88,92.99,193.04,Orthodox
Gilbert Yvel,187.96,102.06,195.58,Orthodox
James Wilks,185.42,77.11,190.5,Orthodox
Vinicius Queiroz,200.66,99.79,,Orthodox
Mark Holst,182.88,70.31,,Orthodox
James McSweeney,193.04,104.33,195.58,Switch
Matt Serra,167.64,77.11,172.72,Orthodox
Sean Sherk,167.64,70.31,170.18,Orthodox
Steve Lopez,180.34,70.31,,Orthodox
Julio Paulino,182.88,77.11,,Orthodox
John Gunderson,175.26,70.31,175.26,Orthodox
Tomasz Drwal,185.42,92.99,193.04,Orthodox
Forrest Petz,175.26,77.11,180.34,Orthodox
James Toney,175.26,99.79,,Orthodox
John Salter,185.42,83.91,187.96,Southpaw
Rodney Wallace,175.26,92.99,182.88,Switch
James Irvin,187.96,92.99,190.5,Orthodox
Steve Steinbeiss,190.5,83.91,190.5,Orthodox
Keith Jardine,187.96,83.91,193.04,Orthodox
Jamie Yager,185.42,83.91,,Orthodox
Josh Bryant,177.8,83.91,,Orthodox
James Hammortree,190.5,83.91,,Orthodox
Chuck Liddell,187.96,92.99,193.04,Orthodox
David Loiseau,182.88,83.91,193.04,Orthodox
Jesse Lennox,175.26,77.11,182.88,Orthodox
Dan Lauzon,177.8,70.31,,Orthodox
Joe Brammer,172.72,70.31,,Orthodox
Jesse Forbes,187.96,83.91,190.5,Southpaw
Paul Daley,175.26,77.11,193.04,Orthodox
Kevin Ferguson,187.96,106.59,195.58,Orthodox
Jonathan Goulet,182.88,77.11,185.42,Orthodox
Yoshiyuki Yoshida,180.34,77.11,177.8,Southpaw
Renzo Gracie,177.8,83.91,,Orthodox
Brad Blackburn,177.8,77.11,185.42,Orthodox
Matt Veach,180.34,70.31,,Orthodox
Mostapha Al-Turk,187.96,111.13,195.58,Orthodox
Nate Quarry,182.88,83.91,182.88,Open Stance
Ronys Torres,170.18,70.31,,Orthodox
Rob Emerson,175.26,70.31,177.8,Orthodox
Caol Uno,170.18,70.31,177.8,Southpaw
Lucio Linhares,187.96,83.91,,Orthodox
Rory Markham,182.88,77.11,180.34,Orthodox
Paul Buentello,187.96,111.13,195.58,Orthodox
Shannon Gugerty,177.8,70.31,180.34,Orthodox
Chase Gormley,190.5,120.2,,Orthodox
Mark Coleman,185.42,92.99,190.5,Orthodox
Frank Trigg,175.26,77.11,180.34,Southpaw
Justin Buchholz,182.88,70.31,185.42,Orthodox
Rolles Gracie,193.04,109.77,,Orthodox
Jay Silva,187.96,83.91,,Southpaw
Kyle Bradley,175.26,70.31,180.34,Orthodox
Wilson Gouveia,185.42,83.91,193.04,Orthodox
Shane Nelson,175.26,70.31,177.8,Southpaw
Kevin Burns,177.8,77.11,187.96,Orthodox
Houston Alexander,182.88,92.99,182.88,Orthodox
Marcus Jones,198.12,120.2,,Orthodox
Darrill Schoonover,187.96,99.79,,Orthodox
Justin Wren,187.96,120.2,,Orthodox
Jake Rosholt,185.42,83.91,,Orthodox
Brock Larson,180.34,77.11,180.34,Southpaw
Jason Dent,177.8,70.31,180.34,Orthodox
Denis Kang,180.34,83.91,195.58,Orthodox
Rolando Delgado,190.5,70.31,195.58,Orthodox
Antoni Hardonk,193.04,111.13,198.12,Orthodox
Razak Al-Hassan,187.96,92.99,,Orthodox
Hermes Franca,167.64,70.31,180.34,Orthodox
Drew McFedries,182.88,83.91,182.88,Southpaw
Roger Huerta,175.26,70.31,177.8,Orthodox
Chris Wilson,185.42,77.11,190.5,Orthodox
Justin McCully,185.42,102.06,185.42,Orthodox
Marcus Aurelio,177.8,70.31,187.96,Orthodox
Dan Cramer,187.96,77.11,,Orthodox
Danillo Villefort,185.42,83.91,,Orthodox
Jake O'Brien,190.5,92.99,193.04,Orthodox
Mike Ciesnolevicz,182.88,106.59,,Orthodox
Frank Lester,180.34,77.11,,Orthodox
Cameron Dollar,180.34,70.31,,Orthodox
Dale Hartt,177.8,70.31,175.26,Orthodox
Denis Stojnic,182.88,111.13,,Orthodox
Xavier Foupa-Pokam,185.42,83.91,,Open Stance
Andre Gusmao,182.88,92.99,,Orthodox
Brandon Wolff,175.26,77.11,,Orthodox
David Kaplan,170.18,70.31,,Orthodox
David Bielkheden,177.8,70.31,180.34,Orthodox
Ryo Chonan,175.26,77.11,177.8,Orthodox
Carmelo Marrero,182.88,92.99,185.42,Orthodox
Junie Browning,175.26,70.31,,Orthodox
Matt Horwich,185.42,83.91,,Orthodox
Jesse Sanders,182.88,77.11,,Orthodox
Nissen Osterneck,187.96,83.91,,Orthodox
Joe Vedepo,182.88,83.91,,Orthodox
Tim McKenzie,182.88,83.91,187.96,Orthodox
Pete Sell,180.34,77.11,190.5,Orthodox
Ryan Madigan,182.88,77.11,,Orthodox
Jason Day,182.88,83.91,182.88,Orthodox
Michael Patt,182.88,92.99,,Orthodox
Brian Cobb,180.34,70.31,,Orthodox
Per Eklund,177.8,70.31,182.88,Orthodox
Neil Grove,198.12,120.2,,Orthodox
Troy Mandaloniz,175.26,77.11,,Orthodox
Luigi Fioravanti,172.72,77.11,177.8,Orthodox
Rich Clementi,175.26,70.31,182.88,Southpaw
Derek Downey,185.42,83.91,,Orthodox
Steve Bruno,177.8,77.11,,Orthodox
Akihiro Gono,170.18,77.11,172.72,Switch
Christian Wellisch,187.96,106.14,195.58,Orthodox
Matt Arroyo,177.8,77.11,182.88,Orthodox
Jeremy Horn,185.42,83.91,187.96,Orthodox
Tom Egan,180.34,77.11,,Orthodox
Alexandre Barros,175.26,77.11,,Southpaw
Antonio Mendes,190.5,92.99,195.58,Southpaw
Ivan Serati,182.88,92.99,,Orthodox
Nate Mohr,175.26,70.31,182.88,Orthodox
Dean Lister,185.42,83.91,190.5,Orthodox
Mike Wessel,182.88,117.93,,Orthodox
Reese Andy,182.88,92.99,,Orthodox
Dan Evensen,190.5,113.4,,Orthodox
Shane Primm,190.5,92.99,,Orthodox
Jules Bruchez,182.88,92.99,,Southpaw
John Polakowski,177.8,70.31,,Orthodox
Nate Loughran,187.96,83.91,,Orthodox
Brodie Farber,185.42,77.11,,Orthodox
Johnny Rees,182.88,77.11,,Orthodox
Corey Hill,193.04,70.31,203.2,Orthodox
Eddie Sanchez,187.96,104.33,187.96,Orthodox
Josh Hendricks,187.96,106.59,,Southpaw
Jorge Gurgel,170.18,70.31,175.26,Orthodox
Alvin Robinson,175.26,70.31,172.72,Southpaw
Ryan Thomas,182.88,77.11,,Orthodox
Rameau Thierry Sokoudjou,177.8,92.99,198.12,Orthodox
Neil Wain,177.8,109.77,,Orthodox
Jess Liaudin,175.26,77.11,182.88,Orthodox
David Baron,167.64,70.31,,Switch
Samy Schiavo,172.72,70.31,,Orthodox
Brad Morris,187.96,92.99,,Orthodox
Jason Lambert,190.5,83.91,190.5,Orthodox
Heath Herring,193.04,113.4,198.12,Orthodox
Luke Cummo,182.88,77.11,187.96,Orthodox
Cale Yarbrough,185.42,83.91,,Orthodox
James Giboo,180.34,77.11,,Orthodox
Evan Tanner,182.88,83.91,187.96,Orthodox
Dante Rivera,185.42,83.91,,Southpaw
Marvin Eastman,175.26,83.91,185.42,Orthodox
Rob Yundt,185.42,83.91,,Orthodox
Ivan Salaverry,182.88,83.91,,Orthodox
Kazuhiro Nakamura,180.34,92.99,177.8,Orthodox
War Machine,180.34,77.11,,Orthodox
Jason Tan,177.8,77.11,,Orthodox
Travis Lutter,180.34,83.91,190.5,Orthodox
Kalib Starnes,190.5,83.91,187.96,Orthodox
Charles McCarthy,177.8,83.91,180.34,Orthodox
Kuniyoshi Hironaka,177.8,76.2,177.8,Orthodox
Din Thomas,175.26,70.31,,Orthodox
Ryan Roberts,167.64,70.31,,Orthodox
Jeff Cox,177.8,70.31,,Orthodox
Roman Mitichyan,177.8,77.11,,Orthodox
Tommy Speer,177.8,77.11,180.34,Orthodox
John Halverson,175.26,70.31,,Southpaw
Tim Sylvia,203.2,120.2,203.2,Orthodox
David Heath,180.34,92.99,182.88,Orthodox
Terry Martin,172.72,83.91,180.34,Orthodox
Alberto Crane,165.1,70.31,,Orthodox
Joe Veres,170.18,70.31,,Orthodox
Colin Robinson,193.04,110.22,,Orthodox
James Lee,180.34,92.99,,Southpaw
Jordan Radev,170.18,83.91,,Southpaw
Tony DeSouza,182.88,77.11,177.8,Southpaw
Doug Evans,175.26,70.31,,Orthodox
Jared Rollins,175.26,77.11,,Orthodox
Billy Miles,177.8,77.11,,Orthodox
Dan Barrera,175.26,77.11,,Orthodox
Richie Hightower,172.72,77.11,,Orthodox
John Kolosci,180.34,83.91,,Orthodox
Dorian Price,190.5,77.11,,Southpaw
Paul Georgieff,187.96,77.11,,Orthodox
Luke Caudillo,170.18,70.31,,Orthodox
Jason Black,172.72,70.31,,Orthodox
Diego Saraiva,167.64,70.31,,Orthodox
Scott Junk,185.42,120.2,,Orthodox
