date,r_fighter,b_fighter,winner,weight_class
7/15/2020,Takashi Sato,Jason Witt,Red,Bantamweight
7/11/2020,Sean Woodson,Julian Erosa,Blue,Welterweight
7/11/2020,Luis Pena,Khama Worthy,Blue,Featherweight
7/11/2020,Philipe Lins,Tanner Boser,Blue,Bantamweight
7/11/2020,Kay Hansen,Jinh Yu Frey,Red,Women's Strawweight
7/11/2020,Jordan Griffin,Youssef Zalal,Blue,Women's Flyweight
7/11/2020,Curtis Blaydes,Alexander Volkov,Red,Light Heavyweight
7/11/2020,Josh Emmett,Shane Burgos,Red,Welterweight
7/11/2020,Raquel Pennington,Marion Reneau,Red,Featherweight
7/11/2020,Belal Muhammad,Lyman Good,Red,Lightweight
7/11/2020,Jim Miller,Roosevelt Roberts,Red,Heavyweight
7/11/2020,Clay Guida,Bobby Green,Blue,Flyweight
7/11/2020,Tecia Torres,Brianna Fortino,Red,Women's Bantamweight
7/11/2020,Cortney Casey,Gillian Robertson,Blue,Bantamweight
6/27/2020,Frank Camacho,Justin Jaynes,Blue,Lightweight
6/27/2020,Roxanne Modafferi,Lauren Murphy,Blue,Welterweight
6/27/2020,Austin Hubbard,Max Rohskopf,Red,Heavyweight
6/27/2020,Jessica Eye,Cynthia Calvillo,Blue,Middleweight
6/27/2020,Karl Roberson,Marvin Vettori,Blue,Welterweight
6/27/2020,Charles Rosa,Kevin Aguilar,Red,Catch Weight
6/27/2020,Andre Fili,Charles Jourdain,Red,Lightweight
6/27/2020,Jordan Espinosa,Mark De La Rosa,Red,Heavyweight
6/27/2020,Mariya Agapova,Hannah Cifers,Red,Women's Strawweight
6/27/2020,Merab Dvalishvili,Gustavo Lopez,Red,Featherweight
6/20/2020,Julia Avila,Gina Mazany,Red,Heavyweight
6/20/2020,Tyson Nam,Zarrukh Adashev,Red,Featherweight
6/20/2020,Anthony Ivy,Christian Aguilera,Blue,Women's Bantamweight
6/20/2020,Amanda Nunes,Felicia Spencer,Red,Welterweight
6/20/2020,Raphael Assuncao,Cody Garbrandt,Blue,Catch Weight
6/20/2020,Aljamain Sterling,Cory Sandhagen,Red,Lightweight
6/20/2020,Neil Magny,Anthony Rocco Martin,Red,Women's Strawweight
6/20/2020,Eddie Wineland,Sean O'Malley,Blue,Women's Flyweight
6/20/2020,Alex Caceres,Chase Hooper,Red,Lightweight
6/20/2020,Ian Heinisch,Gerald Meerschaert,Red,Women's Flyweight
6/20/2020,Cody Stamann,Brian Kelleher,Red,Lightweight
6/13/2020,Charles Byrd,Maki Pitolo,Blue,Women's Flyweight
6/13/2020,Jussier Formiga,Alex Perez,Blue,Middleweight
6/13/2020,Alonzo Menifield,Devin Clark,Blue,Lightweight
6/13/2020,Evan Dunham,Herbert Burns,Blue,Featherweight
6/13/2020,Tyron Woodley,Gilbert Burns,Blue,Bantamweight
6/13/2020,Blagoy Ivanov,Augusto Sakai,Blue,Women's Flyweight
6/13/2020,Billy Quarantillo,Spike Carlyle,Red,Catch Weight
6/13/2020,Roosevelt Roberts,Brok Weaver,Red,Women's Bantamweight
6/13/2020,Mackenzie Dern,Hannah Cifers,Red,Bantamweight
6/13/2020,Katlyn Cerminara,Antonina Shevchenko,Red,Welterweight
6/6/2020,Daniel Rodriguez,Gabe Green,Red,Women's Featherweight
6/6/2020,Tim Elliott,Brandon Royval,Blue,Bantamweight
6/6/2020,Louis Smolka,Casey Kenney,Blue,Bantamweight
6/6/2020,Chris Gutierrez,Vince Morales,Red,Welterweight
6/6/2020,Alistair Overeem,Walt Harris,Red,Bantamweight
6/6/2020,Claudia Gadelha,Angela Hill,Red,Featherweight
6/6/2020,Dan Ige,Edson Barboza,Red,Middleweight
6/6/2020,Eryk Anders,Krzysztof Jotko,Blue,Featherweight
6/6/2020,Song Yadong,Marlon Vera,Red,Middleweight
6/6/2020,Matt Brown,Miguel Baeza,Blue,Flyweight
6/6/2020,Anthony Hernandez,Kevin Holland,Blue,Light Heavyweight
6/6/2020,Giga Chikadze,Irwin Rivera,Red,Catch Weight
5/30/2020,Darren Elkins,Nate Landwehr,Blue,Welterweight
5/30/2020,Cortney Casey,Mara Romero Borella,Red,Heavyweight
5/30/2020,Rodrigo Nascimento,Don'Tale Mayes,Red,Catch Weight
5/30/2020,Anthony Smith,Glover Teixeira,Blue,Lightweight
5/30/2020,Ben Rothwell,Ovince Saint Preux,Red,Women's Strawweight
5/30/2020,Alexander Hernandez,Drew Dober,Blue,Women's Flyweight
5/30/2020,Ricky Simon,Ray Borg,Red,Welterweight
5/30/2020,Andrei Arlovski,Philipe Lins,Red,Flyweight
5/30/2020,Michael Johnson,Thiago Moises,Blue,Bantamweight
5/30/2020,Sijara Eubanks,Sarah Moras,Red,Featherweight
5/16/2020,Gabriel Benitez,Omar Morales,Blue,Heavyweight
5/16/2020,Hunter Azure,Brian Kelleher,Blue,Women's Strawweight
5/16/2020,Chase Sherman,Ike Villanueva,Red,Featherweight
5/16/2020,Tony Ferguson,Justin Gaethje,Blue,Middleweight
5/16/2020,Henry Cejudo,Dominick Cruz,Red,Featherweight
5/16/2020,Francis Ngannou,Jairzinho Rozenstruik,Red,Welterweight
5/16/2020,Jeremy Stephens,Calvin Kattar,Blue,Middleweight
5/16/2020,Greg Hardy,Yorgan De Castro,Red,Featherweight
5/16/2020,Anthony Pettis,Donald Cerrone,Red,Featherweight
5/16/2020,Aleksei Oleinik,Fabricio Werdum,Red,Women's Flyweight
5/16/2020,Carla Esparza,Michelle Waterson-Gomez,Red,Heavyweight
5/13/2020,Vicente Luque,Niko Price,Red,Light Heavyweight
5/13/2020,Bryce Mitchell,Charles Rosa,Red,Heavyweight
5/13/2020,Ryan Spann,Sam Alvey,Red,Lightweight
5/13/2020,Kevin Lee,Charles Oliveira,Blue,Bantamweight
5/13/2020,Demian Maia,Gilbert Burns,Blue,Heavyweight
5/13/2020,Renato Moicano,Damir Hadzovic,Red,Lightweight
5/13/2020,Johnny Walker,Nikita Krylov,Blue,Women's Bantamweight
5/13/2020,Francisco Trinaldo,John Makdessi,Red,Lightweight
5/13/2020,Jussier Formiga,Brandon Moreno,Blue,Featherweight
5/13/2020,Amanda Ribas,Randa Markos,Red,Heavyweight
5/9/2020,Elizeu Zaleski dos Santos,Aleksei Kunchenko,Red,Lightweight
5/9/2020,Mayra Bueno Silva,Maryna Moroz,Blue,Bantamweight
5/9/2020,Bruno Silva,David Dvorak,Blue,Heavyweight
5/9/2020,Veronica Hardy,Bea Malecki,Blue,Featherweight
5/9/2020,Israel Adesanya,Yoel Romero,Red,Heavyweight
5/9/2020,Zhang Weili,Joanna Jedrzejczyk,Red,Welterweight
5/9/2020,Beneil Dariush,Drakkar Klose,Red,Heavyweight
5/9/2020,Neil Magny,Li Jingliang,Red,Women's Strawweight
5/9/2020,Alex Oliveira,Max Griffin,Red,Welterweight
5/9/2020,Sean O'Malley,Jose Quinonez,Red,Featherweight
5/9/2020,Mark Madsen,Austin Hubbard,Red,Light Heavyweight
3/14/2020,Rodolfo Vieira,Saparbeg Safarov,Red,Lightweight
3/14/2020,Gerald Meerschaert,Deron Winn,Red,Welterweight
3/14/2020,Giga Chikadze,Jamall Emmers,Red,Lightweight
3/14/2020,Batgerel Danaa,Guido Cannetti,Red,Light Heavyweight
3/14/2020,Joseph Benavidez,Deiveson Figueiredo,Blue,Lightweight
3/14/2020,Felicia Spencer,Zarah Fairn,Red,Flyweight
3/14/2020,Ion Cutelaba,Magomed Ankalaev,Blue,Women's Strawweight
3/14/2020,Megan Anderson,Norma Dumont,Red,Welterweight
3/14/2020,Grant Dawson,Darrick Minner,Red,Women's Flyweight
3/14/2020,Gabriel Silva,Kyler Phillips,Blue,Flyweight
3/14/2020,Brendan Allen,Tom Breese,Red,Women's Bantamweight
3/14/2020,Marcin Tybura,Serghei Spivac,Red,Bantamweight
3/7/2020,Luis Pena,Steve Garcia,Red,Middleweight
3/7/2020,Jordan Griffin,TJ Brown,Red,Women's Strawweight
3/7/2020,Aalon Cruz,Spike Carlyle,Blue,Lightweight
3/7/2020,Sean Brady,Ismail Naurdiev,Red,Welterweight
3/7/2020,Paul Felder,Dan Hooker,Blue,Welterweight
3/7/2020,Jimmy Crute,Michal Oleksiejczuk,Red,Bantamweight
3/7/2020,Karolina Kowalkiewicz,Yan Xiaonan,Blue,Lightweight
3/7/2020,Ben Sosoli,Marcos Rogerio de Lima,Blue,Middleweight
3/7/2020,Brad Riddell,Magomed Mustafaev,Red,Middleweight
3/7/2020,Kevin Aguilar,Zubaira Tukhugov,Blue,Featherweight
3/7/2020,Jalin Turner,Josh Culibao,Red,Bantamweight
2/29/2020,Jake Matthews,Emil Meek,Red,Flyweight
2/29/2020,Callan Potter,Song Kenan,Blue,Women's Featherweight
2/29/2020,Kai Kara-France,Tyson Nam,Red,Light Heavyweight
2/29/2020,Loma Lookboonmee,Angela Hill,Blue,Women's Featherweight
2/29/2020,Priscila Cachoeira,Shana Dobson,Red,Featherweight
2/29/2020,Corey Anderson,Jan Blachowicz,Blue,Bantamweight
2/29/2020,Diego Sanchez,Michel Pereira,Red,Middleweight
2/29/2020,Montana De La Rosa,Mara Romero Borella,Red,Heavyweight
2/29/2020,Brok Weaver,Kazula Vargas,Red,Lightweight
2/29/2020,Rogerio Bontorin,Ray Borg,Blue,Featherweight
2/29/2020,Lando Vannata,Yancy Medeiros,Red,Featherweight
2/29/2020,Tim Means,Daniel Rodriguez,Blue,Welterweight
2/22/2020,John Dodson,Nathaniel Wood,Red,Lightweight
2/22/2020,Jim Miller,Scott Holtzman,Blue,Light Heavyweight
2/22/2020,Devin Clark,Dequan Townsend,Red,Women's Strawweight
2/22/2020,Casey Kenney,Merab Dvalishvili,Blue,Heavyweight
2/22/2020,Macy Chiasson,Shanna Young,Red,Lightweight
2/22/2020,Mark De La Rosa,Raulian Paiva,Blue,Featherweight
2/22/2020,Jon Jones,Dominick Reyes,Red,Lightweight
2/22/2020,Valentina Shevchenko,Katlyn Cerminara,Red,Welterweight
2/22/2020,Juan Adams,Justin Tafa,Blue,Welterweight
2/22/2020,Mirsad Bektic,Dan Ige,Blue,Flyweight
2/22/2020,Derrick Lewis,Ilir Latifi,Red,Women's Strawweight
2/22/2020,Trevin Giles,James Krause,Red,Women's Flyweight
2/15/2020,Lauren Murphy,Andrea Lee,Red,Light Heavyweight
2/15/2020,Alex Morono,Khaos Williams,Blue,Welterweight
2/15/2020,Miles Johns,Mario Bautista,Blue,Women's Flyweight
2/15/2020,Andre Ewell,Jonathan Martinez,Red,Lightweight
2/15/2020,Austin Lingo,Youssef Zalal,Blue,Flyweight
2/15/2020,Curtis Blaydes,Junior Dos Santos,Red,Lightweight
2/15/2020,Rafael Dos Anjos,Michael Chiesa,Blue,Welterweight
2/15/2020,Jordan Espinosa,Alex Perez,Blue,Bantamweight
2/15/2020,Hannah Cifers,Angela Hill,Blue,Lightweight
2/15/2020,Jamahal Hill,Darko Stosic,Red,Light Heavyweight
2/15/2020,Bevon Lewis,Dequan Townsend,Red,Bantamweight
2/15/2020,Arnold Allen,Nik Lentz,Red,Women's Bantamweight
2/15/2020,Justine Kish,Lucie Pudilova,Red,Flyweight
2/8/2020,Montel Jackson,Felipe Colares,Red,Light Heavyweight
2/8/2020,Sara McMann,Lina Lansberg,Red,Women's Flyweight
2/8/2020,Brett Johns,Tony Gravely,Red,Heavyweight
2/8/2020,Herbert Burns,Nate Landwehr,Red,Featherweight
2/8/2020,Conor McGregor,Donald Cerrone,Red,Heavyweight
2/8/2020,Holly Holm,Raquel Pennington,Red,Middleweight
2/8/2020,Aleksei Oleinik,Maurice Greene,Red,Women's Flyweight
2/8/2020,Brian Kelleher,Ode Osbourne,Red,Welterweight
2/8/2020,Anthony Pettis,Diego Ferreira,Blue,Bantamweight
2/8/2020,Roxanne Modafferi,Maycee Barber,Red,Bantamweight
2/8/2020,Andre Fili,Sodiq Yusuff,Blue,Featherweight
1/25/2020,Tim Elliott,Askar Askarov,Blue,Heavyweight
1/25/2020,Drew Dober,Nasrat Haqparast,Red,Welterweight
1/25/2020,Aleksa Camur,Justin Ledet,Red,Flyweight
1/25/2020,Sabina Mazo,JJ Aldrich,Red,Women's Strawweight
1/25/2020,Frankie Edgar,Chan Sung Jung,Blue,Light Heavyweight
1/25/2020,Volkan Oezdemir,Aleksandar Rakic,Red,Middleweight
1/25/2020,Dooho Choi,Charles Jourdain,Blue,Featherweight
1/25/2020,Da Woon Jung,Mike Rodriguez,Red,Women's Flyweight
1/25/2020,JunYong Park,Marc-Andre Barriault,Red,Bantamweight
1/25/2020,Kyung Ho Kang,Pingyuan Liu,Red,Women's Bantamweight
1/25/2020,Ciryl Gane,Tanner Boser,Red,Bantamweight
1/25/2020,SeungWoo Choi,Suman Mokhtarian,Red,Featherweight
1/18/2020,Dong Hyun Ma,Omar Morales,Blue,Welterweight
1/18/2020,Alexandre Pantoja,Matt Schnell,Red,Women's Bantamweight
1/18/2020,Raoni Barcelos,Said Nurmagomedov,Red,Heavyweight
1/18/2020,Miranda Granger,Amanda Lemos,Blue,Bantamweight
1/18/2020,Alatengheili,Ryan Benoit,Red,Lightweight
1/18/2020,Kamaru Usman,Colby Covington,Red,Women's Flyweight
1/18/2020,Max Holloway,Alexander Volkanovski,Blue,Featherweight
1/18/2020,Amanda Nunes,Germaine de Randamie,Red,Flyweight
1/18/2020,Marlon Moraes,Jose Aldo,Red,Lightweight
1/18/2020,Petr Yan,Urijah Faber,Red,Light Heavyweight
1/18/2020,Geoff Neal,Mike Perry,Red,Women's Flyweight
12/21/2019,Ketlen Vieira,Irene Aldana,Blue,Featherweight
12/21/2019,Ian Heinisch,Omari Akhmedov,Blue,Light Heavyweight
12/21/2019,Matt Brown,Ben Saunders,Red,Featherweight
12/21/2019,Chase Hooper,Daniel Teymur,Red,Light Heavyweight
12/21/2019,Brandon Moreno,Kai Kara-France,Red,Middleweight
12/21/2019,Jessica Eye,Viviane Araujo,Red,Bantamweight
12/21/2019,Punahele Soriano,Oskar Piechota,Red,Heavyweight
12/21/2019,Alistair Overeem,Jairzinho Rozenstruik,Blue,Featherweight
12/21/2019,Stefan Struve,Ben Rothwell,Blue,Lightweight
12/21/2019,Aspen Ladd,Yana Santos,Red,Flyweight
12/21/2019,Rob Font,Ricky Simon,Red,Bantamweight
12/21/2019,Thiago Alves,Tim Means,Blue,Women's Strawweight
12/21/2019,Billy Quarantillo,Jacob Kilburn,Red,Bantamweight
12/14/2019,Bryce Mitchell,Matt Sayles,Red,Welterweight
12/14/2019,Joe Solecki,Matt Wiman,Red,Featherweight
12/14/2019,Virna Jandiroba,Mallory Martin,Red,Women's Bantamweight
12/14/2019,Makhmud Muradov,Trevor Smith,Red,Bantamweight
12/14/2019,Jan Blachowicz,Jacare Souza,Red,Bantamweight
12/14/2019,Charles Oliveira,Jared Gordon,Red,Welterweight
12/14/2019,Antonio Arroyo,Andre Muniz,Blue,Women's Bantamweight
12/14/2019,Markus Perez,Wellington Turman,Blue,Middleweight
12/14/2019,Sergio Moraes,James Krause,Blue,Welterweight
12/14/2019,Ricardo Ramos,Eduardo Garagorri,Red,Featherweight
12/14/2019,Francisco Trinaldo,Bobby Green,Red,Flyweight
12/14/2019,Warlley Alves,Randy Brown,Blue,Women's Flyweight
12/14/2019,Douglas Silva de Andrade,Renan Barao,Red,Middleweight
12/7/2019,Ariane Lipski,Isabela de Padua,Red,Heavyweight
12/7/2019,Vanessa Melo,Tracy Cortez,Blue,Heavyweight
12/7/2019,Zabit Magomedsharipov,Calvin Kattar,Red,Women's Bantamweight
12/7/2019,Alexander Volkov,Greg Hardy,Red,Bantamweight
12/7/2019,Zelim Imadaev,Danny Roberts,Blue,Welterweight
12/7/2019,Khadis Ibragimov,Ed Herman,Blue,Featherweight
12/7/2019,Ramazan Emeev,Anthony Rocco Martin,Blue,Featherweight
12/7/2019,Shamil Gamzatov,Klidson Abreu,Red,Lightweight
12/7/2019,Magomed Ankalaev,Dalcha Lungiambula,Red,Women's Strawweight
12/7/2019,Rustam Khabilov,Sergey Khandozhko,Red,Middleweight
12/7/2019,Roman Kopylov,Karl Roberson,Blue,Women's Strawweight
12/7/2019,Abubakar Nurmagomedov,David Zawada,Blue,Bantamweight
11/16/2019,Alexander Yakovlev,Roosevelt Roberts,Blue,Light Heavyweight
11/16/2019,Jessica-Rose Clark,Pannie Kianzad,Blue,Lightweight
11/16/2019,Grigory Popov,Davey Grant,Blue,Middleweight
11/16/2019,Jorge Masvidal,Nate Diaz,Red,Middleweight
11/16/2019,Kelvin Gastelum,Darren Till,Blue,Welterweight
11/16/2019,Stephen Thompson,Vicente Luque,Red,Featherweight
11/16/2019,Derrick Lewis,Blagoy Ivanov,Red,Lightweight
11/16/2019,Kevin Lee,Gregor Gillespie,Red,Welterweight
11/16/2019,Corey Anderson,Johnny Walker,Red,Featherweight
11/16/2019,Shane Burgos,Makwan Amirkhani,Red,Women's Flyweight
11/16/2019,Brad Tavares,Edmen Shahbazyan,Blue,Women's Bantamweight
11/16/2019,Andrei Arlovski,Jairzinho Rozenstruik,Blue,Light Heavyweight
11/9/2019,Katlyn Cerminara,Jennifer Maia,Red,Featherweight
11/9/2019,Lyman Good,Chance Rencountre,Red,Heavyweight
11/9/2019,Julio Arce,Hakeem Dawodu,Blue,Welterweight
11/9/2019,Demian Maia,Ben Askren,Red,Light Heavyweight
11/9/2019,Michael Johnson,Stevie Ray,Blue,Welterweight
11/9/2019,Frank Camacho,Beneil Dariush,Blue,Light Heavyweight
11/9/2019,Ciryl Gane,Don'Tale Mayes,Red,Light Heavyweight
11/9/2019,Muslim Salikhov,Laureano Staropoli,Red,Welterweight
11/9/2019,Randa Markos,Ashley Yoder,Red,Middleweight
11/9/2019,Alex White,Rafael Fiziev,Blue,Welterweight
11/9/2019,Enrique Barzola,Movsar Evloev,Blue,Lightweight
11/9/2019,Maurice Greene,Sergei Pavlovich,Blue,Women's Bantamweight
11/9/2019,Loma Lookboonmee,Aleksandra Albu,Red,Bantamweight
11/2/2019,Raphael Pessoa,Jeff Hughes,Red,Welterweight
11/2/2019,Dominick Reyes,Chris Weidman,Red,Middleweight
11/2/2019,Yair Rodriguez,Jeremy Stephens,Red,Welterweight
11/2/2019,Joe Lauzon,Jonathan Pearce,Red,Heavyweight
11/2/2019,Maycee Barber,Gillian Robertson,Red,Lightweight
11/2/2019,Deron Winn,Darren Stewart,Blue,Light Heavyweight
11/2/2019,Charles Rosa,Manny Bermudez,Red,Featherweight
11/2/2019,Molly McCann,Diana Belbita,Red,Middleweight
11/2/2019,Kyle Bochniak,Sean Woodson,Blue,Heavyweight
11/2/2019,Randy Costa,Boston Salmon,Red,Women's Flyweight
11/2/2019,Court McGee,Sean Brady,Blue,Welterweight
11/2/2019,Brendan Allen,Kevin Holland,Red,Featherweight
10/26/2019,Daniel Spitz,Tanner Boser,Blue,Welterweight
10/26/2019,Joanna Jedrzejczyk,Michelle Waterson-Gomez,Red,Lightweight
10/26/2019,Cub Swanson,Kron Gracie,Red,Lightweight
10/26/2019,Niko Price,James Vick,Red,Heavyweight
10/26/2019,Mackenzie Dern,Amanda Ribas,Blue,Welterweight
10/26/2019,Matt Frevola,Luis Pena,Red,Women's Strawweight
10/26/2019,Eryk Anders,Gerald Meerschaert,Red,Lightweight
10/26/2019,Ryan Spann,Devin Clark,Red,Featherweight
10/26/2019,Mike Davis,Thomas Gifford,Red,Heavyweight
10/26/2019,Max Griffin,Alex Morono,Blue,Women's Strawweight
10/26/2019,Deiveson Figueiredo,Tim Elliott,Red,Heavyweight
10/18/2019,Marlon Vera,Andre Ewell,Red,Light Heavyweight
10/18/2019,Miguel Baeza,Hector Aldana,Red,Featherweight
10/18/2019,Marvin Vettori,Andrew Sanchez,Red,Lightweight
10/18/2019,JJ Aldrich,Lauren Mueller,Red,Women's Flyweight
10/18/2019,Robert Whittaker,Israel Adesanya,Blue,Middleweight
10/18/2019,Al Iaquinta,Dan Hooker,Blue,Featherweight
10/18/2019,Tai Tuivasa,Serghei Spivac,Blue,Women's Flyweight
10/18/2019,Luke Jumeau,Dhiego Lima,Blue,Featherweight
10/18/2019,Justin Tafa,Yorgan De Castro,Blue,Bantamweight
10/18/2019,Jake Matthews,Rostem Akman,Red,Welterweight
10/18/2019,Callan Potter,Maki Pitolo,Red,Middleweight
10/18/2019,Brad Riddell,Jamie Mullarkey,Red,Heavyweight
10/12/2019,Megan Anderson,Zarah Fairn,Red,Women's Strawweight
10/12/2019,Nadia Kassem,Ji Yeon Kim,Blue,Featherweight
10/12/2019,Jack Hermansson,Jared Cannonier,Blue,Welterweight
10/12/2019,Mark Madsen,Danilo Belluardo,Red,Women's Strawweight
10/12/2019,Gunnar Nelson,Gilbert Burns,Blue,Lightweight
10/12/2019,Ion Cutelaba,Khalil Rountree Jr.,Red,Middleweight
10/12/2019,Michal Oleksiejczuk,Ovince Saint Preux,Blue,Light Heavyweight
10/12/2019,Nicolas Dalby,Alex Oliveira,Red,Lightweight
10/12/2019,Alen Amedovski,John Phillips,Blue,Welterweight
10/12/2019,Alessio Di Chirico,Makhmud Muradov,Blue,Flyweight
10/12/2019,Siyar Bahadurzada,Ismail Naurdiev,Blue,Bantamweight
10/12/2019,Brandon Davis,Giga Chikadze,Blue,Welterweight
10/12/2019,Macy Chiasson,Lina Lansberg,Blue,Middleweight
10/12/2019,Marc Diakiese,Lando Vannata,Red,Women's Flyweight
10/5/2019,Jack Shore,Nohelin Hernandez,Red,Middleweight
10/5/2019,Carla Esparza,Alexa Grasso,Red,Lightweight
10/5/2019,Irene Aldana,Vanessa Melo,Red,Heavyweight
10/5/2019,Martin Bravo,Steven Peterson,Blue,Welterweight
10/5/2019,Jose Quinonez,Carlos Huachin,Red,Heavyweight
10/5/2019,Marco Polo Reyes,Kyle Nelson,Blue,Welterweight
10/5/2019,Ariane Carnelossi,Angela Hill,Blue,Welterweight
10/5/2019,Sergio Pettis,Tyson Nam,Red,Lightweight
10/5/2019,Vinicius Moreira,Paul Craig,Blue,Women's Featherweight
10/5/2019,Sijara Eubanks,Bethe Correia,Blue,Women's Flyweight
9/28/2019,Claudio Puelles,Marcos Mariano,Red,Middleweight
9/28/2019,Donald Cerrone,Justin Gaethje,Blue,Lightweight
9/28/2019,Glover Teixeira,Nikita Krylov,Red,Welterweight
9/28/2019,Michel Pereira,Tristan Connelly,Blue,Light Heavyweight
9/28/2019,Uriah Hall,Antonio Carlos Junior,Red,Light Heavyweight
9/28/2019,Misha Cirkunov,Jimmy Crute,Red,Welterweight
9/28/2019,Marcin Tybura,Augusto Sakai,Blue,Middleweight
9/28/2019,Cole Smith,Miles Johns,Blue,Middleweight
9/28/2019,Brad Katona,Hunter Azure,Blue,Welterweight
9/28/2019,Chas Skelly,Jordan Griffin,Red,Featherweight
9/28/2019,Louis Smolka,Ryan MacDonald,Red,Women's Bantamweight
9/28/2019,Kyle Prepolec,Austin Hubbard,Blue,Lightweight
9/28/2019,Khabib Nurmagomedov,Dustin Poirier,Red,Bantamweight
9/21/2019,Edson Barboza,Paul Felder,Blue,Women's Strawweight
9/21/2019,Islam Makhachev,Davi Ramos,Red,Women's Bantamweight
9/21/2019,Curtis Blaydes,Shamil Abdurakhimov,Red,Featherweight
9/21/2019,Mairbek Taisumov,Diego Ferreira,Blue,Bantamweight
9/21/2019,Joanne Wood,Andrea Lee,Red,Featherweight
9/21/2019,Liana Jojua,Sarah Moras,Blue,Women's Strawweight
9/21/2019,Ottman Azaitar,Teemu Packalen,Red,Flyweight
9/21/2019,Belal Muhammad,Takashi Sato,Red,Light Heavyweight
9/21/2019,Nordine Taleb,Muslim Salikhov,Blue,Women's Bantamweight
9/21/2019,Omari Akhmedov,Zak Cummings,Red,Lightweight
9/21/2019,Don Madge,Fares Ziam,Red,Flyweight
9/14/2019,Jessica Andrade,Zhang Weili,Blue,Lightweight
9/14/2019,Li Jingliang,Elizeu Zaleski dos Santos,Red,Light Heavyweight
9/14/2019,Kai Kara-France,Mark De La Rosa,Red,Welterweight
9/14/2019,Song Kenan,Derrick Krantz,Red,Middleweight
9/14/2019,Wu Yanan,Mizuki,Blue,Light Heavyweight
9/14/2019,JunYong Park,Anthony Hernandez,Blue,Heavyweight
9/14/2019,Sumudaerji,Andre Soukhamthath,Red,Bantamweight
9/14/2019,Da Woon Jung,Khadis Ibragimov,Red,Bantamweight
9/14/2019,Damir Ismagulov,Thiago Moises,Red,Featherweight
9/14/2019,Alatengheili,Batgerel Danaa,Red,Bantamweight
9/14/2019,Karol Rosa,Lara Procopio,Red,Lightweight
9/7/2019,Daniel Cormier,Stipe Miocic,Blue,Lightweight
9/7/2019,Anthony Pettis,Nate Diaz,Blue,Lightweight
9/7/2019,Yoel Romero,Paulo Costa,Blue,Lightweight
9/7/2019,Gabriel Benitez,Sodiq Yusuff,Blue,Heavyweight
9/7/2019,Derek Brunson,Ian Heinisch,Red,Lightweight
9/7/2019,Devonte Smith,Khama Worthy,Blue,Women's Flyweight
9/7/2019,Raphael Assuncao,Cory Sandhagen,Blue,Women's Bantamweight
9/7/2019,Christos Giagos,Drakkar Klose,Blue,Lightweight
9/7/2019,Manny Bermudez,Casey Kenney,Blue,Welterweight
9/7/2019,Hannah Cifers,Jodie Esquibel,Red,Welterweight
9/7/2019,Kyung Ho Kang,Brandon Davis,Red,Middleweight
9/7/2019,Sabina Mazo,Shana Dobson,Red,Lightweight
9/7/2019,Valentina Shevchenko,Liz Carmouche,Red,Featherweight
8/31/2019,Vicente Luque,Mike Perry,Red,Women's Strawweight
8/31/2019,Eduardo Garagorri,Humberto Bandenay,Red,Welterweight
8/31/2019,Volkan Oezdemir,Ilir Latifi,Red,Flyweight
8/31/2019,Rodolfo Vieira,Oskar Piechota,Red,Welterweight
8/31/2019,Enrique Barzola,Bobby Moffett,Red,Women's Flyweight
8/31/2019,Gilbert Burns,Aleksei Kunchenko,Red,Middleweight
8/31/2019,Ciryl Gane,Raphael Pessoa,Red,Bantamweight
8/31/2019,Tecia Torres,Marina Rodriguez,Blue,Light Heavyweight
8/31/2019,Rogerio Bontorin,Raulian Paiva,Red,Lightweight
8/31/2019,Geraldo de Freitas,Chris Gutierrez,Blue,Bantamweight
8/31/2019,Kazula Vargas,Alex Da Silva,Blue,Women's Bantamweight
8/17/2019,Veronica Hardy,Polyana Viana,Red,Heavyweight
8/17/2019,Colby Covington,Robbie Lawler,Red,Welterweight
8/17/2019,Jim Miller,Clay Guida,Red,Middleweight
8/17/2019,Joaquim Silva,Nasrat Haqparast,Blue,Featherweight
8/17/2019,Trevin Giles,Gerald Meerschaert,Blue,Middleweight
8/17/2019,Scott Holtzman,Dong Hyun Ma,Red,Lightweight
8/17/2019,Darko Stosic,Kennedy Nzechukwu,Blue,Bantamweight
8/17/2019,Mickey Gall,Salim Touahri,Red,Lightweight
8/17/2019,Antonina Shevchenko,Lucie Pudilova,Red,Catch Weight
8/17/2019,Jordan Espinosa,Matt Schnell,Blue,Women's Strawweight
8/17/2019,Lauren Murphy,Mara Romero Borella,Red,Bantamweight
8/17/2019,Claudio Silva,Cole Williams,Red,Women's Flyweight
8/10/2019,Miranda Granger,Hannah Goldy,Red,Women's Flyweight
8/10/2019,Max Holloway,Frankie Edgar,Red,Welterweight
8/10/2019,Cristiane Justino,Felicia Spencer,Red,Featherweight
8/10/2019,Geoff Neal,Niko Price,Red,Light Heavyweight
8/10/2019,Olivier Aubin-Mercier,Arman Tsarukyan,Blue,Middleweight
8/10/2019,Marc-Andre Barriault,Krzysztof Jotko,Blue,Featherweight
8/10/2019,Alexis Davis,Viviane Araujo,Blue,Welterweight
8/10/2019,Hakeem Dawodu,Yoshinori Horie,Red,Heavyweight
8/10/2019,Gavin Tucker,SeungWoo Choi,Red,Women's Strawweight
